"loan_status","customer_id","age","occupation_status","years_employed","annual_income","credit_score","credit_history_years","savings_assets","current_debt","defaults_on_file","delinquencies_last_2yrs","derogatory_marks","product_type","loan_intent","loan_amount","interest_rate","debt_to_income_ratio","loan_to_income_ratio","payment_to_income_ratio","confidence(false)","confidence(true)","prediction(loan_status)"
"false","CUST100077",31,"Employed",5.0,17124,595,12.8,342,2153,0,0,0,"Credit Card","Medical",20700,21.79,0.126,1.209,0.403,0.6044325817436678,0.3955674182563322,"false"
"true","CUST100079",18,"Self-Employed",1.0,72070,546,0.6,25,11549,0,0,0,"Line of Credit","Education",26500,13.09,0.16,0.368,0.123,0.5853855222249129,0.4146144777750871,"false"
"true","CUST100083",28,"Employed",3.6,47789,643,2.5,2169,8286,0,0,0,"Personal Loan","Medical",14500,13.09,0.173,0.303,0.101,0.4086728971136362,0.5913271028863638,"true"
"true","CUST100086",45,"Employed",3.8,26104,733,15.5,394,3965,0,0,0,"Line of Credit","Medical",17900,9.04,0.152,0.686,0.229,0.2925145313396602,0.7074854686603398,"true"
"false","CUST100101",29,"Self-Employed",4.8,23719,580,6.7,4338,3987,1,1,0,"Credit Card","Education",31100,22.42,0.168,1.311,0.437,0.5843497610090886,0.41565023899091136,"false"
"false","CUST100104",33,"Employed",11.3,61216,644,3.3,377,5894,0,0,0,"Personal Loan","Medical",92500,13.56,0.096,1.511,0.504,0.5264761191309854,0.47352388086901465,"false"
"true","CUST100105",39,"Employed",6.4,45153,703,2.4,612,17032,0,0,1,"Personal Loan","Education",75900,10.88,0.377,1.681,0.56,0.3574027906907844,0.6425972093092156,"true"
"true","CUST100113",64,"Self-Employed",13.3,79988,659,22.2,3835,21478,0,0,0,"Credit Card","Medical",15700,17.2,0.269,0.196,0.065,0.2925145313396602,0.7074854686603398,"true"
"true","CUST100119",44,"Student",0.8,20821,714,10.4,172,7864,0,0,0,"Credit Card","Debt Consolidation",2100,16.42,0.378,0.101,0.034,0.3076488266714661,0.6923511733285339,"true"
"false","CUST100123",18,"Employed",0.0,22236,564,1.6,11,13003,0,0,0,"Credit Card","Education",27400,21.06,0.585,1.232,0.411,0.6215149542284417,0.3784850457715582,"false"
"true","CUST100125",61,"Employed",38.2,246598,702,9.2,2489,81525,0,0,0,"Credit Card","Business",70000,15.9,0.331,0.284,0.095,0.3076488266714661,0.6923511733285339,"true"
"true","CUST100126",23,"Student",0.1,15000,617,2.7,79,716,0,1,0,"Credit Card","Education",1500,20.97,0.048,0.1,0.033,0.382271918164906,0.617728081835094,"true"
"true","CUST100139",20,"Self-Employed",1.0,48503,655,1.9,294,9667,0,0,0,"Credit Card","Education",27500,17.2,0.199,0.567,0.189,0.3219743640178936,0.6780256359821064,"true"
"true","CUST100141",50,"Self-Employed",3.5,170371,677,2.6,103,41781,0,0,0,"Credit Card","Home Improvement",3600,17.66,0.245,0.021,0.007,0.3192676347098732,0.6807323652901268,"true"
"false","CUST100142",18,"Employed",0.0,22404,490,1.8,34,10023,0,1,2,"Line of Credit","Personal",18600,14.29,0.447,0.83,0.277,0.6577219024083171,0.34227809759168293,"false"
"false","CUST100147",19,"Employed",0.1,25197,622,0.5,24,6888,0,2,0,"Credit Card","Home Improvement",24200,19.5,0.273,0.96,0.32,0.48281752830741953,0.5171824716925805,"false"
"false","CUST100151",39,"Employed",1.3,55353,641,14.3,226,29460,0,0,0,"Credit Card","Personal",20000,20.87,0.532,0.361,0.12,0.5681322530891559,0.43186774691084406,"false"
"true","CUST100152",26,"Student",0.2,16409,653,7.5,550,4709,0,0,0,"Personal Loan","Personal",5900,11.8,0.287,0.36,0.12,0.29509277065144823,0.7049072293485518,"true"
"false","CUST100154",38,"Employed",2.1,60706,600,4.5,642,21034,0,2,0,"Line of Credit","Business",17300,11.26,0.346,0.285,0.095,0.4998072696216911,0.5001927303783089,"false"
"true","CUST100157",40,"Employed",18.5,59009,704,16.0,2285,4832,0,1,0,"Credit Card","Education",4500,16.97,0.082,0.076,0.025,0.2925145313396602,0.7074854686603398,"true"
"true","CUST100159",42,"Employed",3.7,86164,685,10.2,4052,17429,0,0,0,"Personal Loan","Personal",66700,12.94,0.202,0.774,0.258,0.2925145313396602,0.7074854686603398,"true"
"true","CUST100161",44,"Employed",14.7,49092,606,11.2,8217,9506,0,0,0,"Line of Credit","Personal",16600,11.44,0.194,0.338,0.113,0.35080423171538855,0.6491957682846115,"true"
"false","CUST100162",48,"Employed",17.0,36365,622,20.9,497,18104,0,1,0,"Credit Card","Home Improvement",39500,20.92,0.498,1.086,0.362,0.6092068653286973,0.3907931346713027,"false"
"false","CUST100179",67,"Student",0.0,15841,676,1.2,443,951,1,4,0,"Personal Loan","Business",30800,11.68,0.06,1.944,0.648,0.6721233149961721,0.32787668500382794,"false"
"true","CUST100181",24,"Self-Employed",1.8,63456,689,4.5,80,8131,0,0,0,"Credit Card","Education",27700,17.61,0.128,0.437,0.146,0.3150646591458778,0.6849353408541222,"true"
"false","CUST100184",32,"Employed",0.7,21625,564,7.2,109,12810,1,1,3,"Line of Credit","Education",7200,13.6,0.592,0.333,0.111,0.6620506685950556,0.3379493314049445,"false"
"false","CUST100190",29,"Employed",5.2,31595,534,4.3,22,8632,0,1,0,"Line of Credit","Personal",12700,14.33,0.273,0.402,0.134,0.6569876404601707,0.34301235953982934,"false"
"true","CUST100193",20,"Employed",1.9,32967,628,1.0,15,8860,0,1,0,"Line of Credit","Personal",8300,12.2,0.269,0.252,0.084,0.382271918164906,0.617728081835094,"true"
"true","CUST100194",37,"Employed",9.0,38200,619,0.3,56,10970,0,1,0,"Line of Credit","Personal",25100,11.54,0.287,0.657,0.219,0.4004189790109576,0.5995810209890424,"true"
"true","CUST100196",24,"Employed",3.1,36407,623,0.6,283,12804,0,1,0,"Credit Card","Business",35000,19.2,0.352,0.961,0.32,0.49746434813134566,0.5025356518686543,"false"
"true","CUST100204",18,"Employed",0.0,23819,603,1.7,226,8729,0,0,0,"Line of Credit","Education",7000,11.57,0.366,0.294,0.098,0.3861360899602936,0.6138639100397064,"true"
"false","CUST100209",70,"Employed",0.4,38886,624,23.1,4012,22258,0,0,0,"Credit Card","Personal",27200,19.92,0.572,0.699,0.233,0.6661736313207478,0.3338263686792522,"false"
"false","CUST100210",41,"Employed",19.8,35417,598,0.5,368,6408,0,1,0,"Credit Card","Personal",10100,21.83,0.181,0.285,0.095,0.46048673186728195,0.539513268132718,"false"
"false","CUST100214",31,"Student",1.2,30691,583,5.2,161,19932,0,0,0,"Credit Card","Personal",3100,21.13,0.649,0.101,0.034,0.6547782441678467,0.34522175583215325,"false"
"true","CUST100226",35,"Employed",8.4,15000,705,8.9,265,3954,0,0,0,"Personal Loan","Home Improvement",13600,10.87,0.264,0.907,0.302,0.2925145313396602,0.7074854686603398,"true"
"false","CUST100229",43,"Employed",20.8,23079,685,4.6,653,11119,0,0,0,"Personal Loan","Debt Consolidation",34600,12.24,0.482,1.499,0.5,0.4588920807438671,0.5411079192561329,"false"
"true","CUST100235",42,"Employed",11.4,40367,490,17.0,3986,8248,0,1,0,"Credit Card","Personal",29300,21.22,0.204,0.726,0.242,0.5287542780017517,0.4712457219982483,"false"
"false","CUST100236",18,"Employed",0.0,32762,538,0.3,30,5450,0,0,0,"Line of Credit","Education",17300,13.25,0.166,0.528,0.176,0.5853855222249129,0.4146144777750871,"false"
"true","CUST100237",37,"Employed",7.6,40367,716,3.8,109,9943,0,0,0,"Line of Credit","Business",16700,8.45,0.246,0.414,0.138,0.33513042850376973,0.6648695714962303,"true"
"true","CUST100242",41,"Self-Employed",4.1,87041,665,19.5,3496,20795,0,0,0,"Credit Card","Home Improvement",47300,17.77,0.239,0.543,0.181,0.2925145313396602,0.7074854686603398,"true"
"true","CUST100249",39,"Employed",15.4,46909,689,20.8,548,3787,0,0,0,"Credit Card","Education",33300,17.19,0.081,0.71,0.237,0.2925145313396602,0.7074854686603398,"true"
"false","CUST100251",46,"Employed",15.0,28221,572,16.6,5414,2796,0,0,1,"Personal Loan","Business",52000,15.74,0.099,1.843,0.614,0.6280267990522954,0.37197320094770453,"false"
"true","CUST100253",47,"Employed",4.7,49722,670,15.1,20262,18482,0,0,0,"Credit Card","Home Improvement",21700,17.89,0.372,0.436,0.145,0.2925145313396602,0.7074854686603398,"true"
"false","CUST100258",40,"Employed",9.5,103871,594,8.9,1188,26018,0,1,0,"Personal Loan","Education",59500,15.47,0.25,0.573,0.191,0.4843414784336961,0.5156585215663039,"false"
"false","CUST100260",23,"Employed",0.2,25520,489,2.5,80,4577,0,0,1,"Personal Loan","Personal",9900,15.96,0.179,0.388,0.129,0.6555375476981001,0.34446245230189987,"false"
"false","CUST100263",22,"Self-Employed",1.0,20338,627,3.4,1473,10590,0,0,0,"Personal Loan","Home Improvement",35500,13.91,0.521,1.746,0.582,0.6366717069492993,0.36332829305070063,"false"
"true","CUST100270",52,"Employed",33.2,69082,700,15.0,5626,33654,0,0,0,"Credit Card","Education",6600,16.6,0.487,0.096,0.032,0.34838228606529653,0.6516177139347035,"true"
"false","CUST100274",23,"Employed",1.3,20105,645,1.7,189,10943,0,0,0,"Personal Loan","Debt Consolidation",4700,14.28,0.544,0.234,0.078,0.611138372959241,0.38886162704075905,"false"
"true","CUST100275",40,"Student",1.9,21473,708,4.5,18,4449,0,0,0,"Credit Card","Education",2100,17.37,0.207,0.098,0.033,0.3150646591458778,0.6849353408541222,"true"
"false","CUST100287",42,"Employed",0.0,33419,693,0.5,60,4395,0,0,0,"Personal Loan","Business",64800,11.19,0.132,1.939,0.646,0.39422013627722075,0.6057798637227793,"true"
"false","CUST100289",27,"Employed",3.3,15000,678,6.8,954,8589,0,0,0,"Credit Card","Education",6900,17.87,0.573,0.46,0.153,0.6667956631749219,0.33320433682507816,"false"
"false","CUST100291",29,"Employed",6.6,21972,571,8.8,156,9427,1,1,0,"Credit Card","Education",18700,21.1,0.429,0.851,0.284,0.59694133266795,0.4030586673320499,"false"
"false","CUST100299",42,"Employed",1.8,99898,616,17.4,4035,11263,0,4,0,"Line of Credit","Business",49500,11.84,0.113,0.496,0.165,0.6104584027810639,0.3895415972189361,"false"
"true","CUST100300",25,"Employed",5.3,51102,823,5.7,2710,8806,0,0,0,"Line of Credit","Business",21700,7.7,0.172,0.425,0.142,0.3076488266714661,0.6923511733285339,"true"
"false","CUST100304",34,"Employed",6.9,20804,583,15.3,789,4176,0,0,0,"Personal Loan","Medical",23500,16.57,0.201,1.13,0.377,0.6228277696930596,0.37717223030694036,"false"
"true","CUST100306",50,"Employed",10.4,54014,687,21.2,529,7391,0,0,0,"Credit Card","Education",5200,18.56,0.137,0.096,0.032,0.2925145313396602,0.7074854686603398,"true"
"true","CUST100307",27,"Employed",1.7,31047,751,3.2,1195,6737,0,0,0,"Personal Loan","Home Improvement",51700,9.42,0.217,1.665,0.555,0.3574027906907844,0.6425972093092156,"true"
"false","CUST100308",41,"Employed",11.1,46247,594,2.8,807,2017,0,0,0,"Credit Card","Business",32800,21.76,0.044,0.709,0.236,0.6617006742281573,0.3382993257718427,"false"
"true","CUST100310",32,"Employed",5.6,39739,674,4.1,2395,12847,0,0,0,"Credit Card","Education",23100,18.86,0.323,0.581,0.194,0.3192676347098732,0.6807323652901268,"true"
"false","CUST100318",38,"Employed",7.5,34372,571,6.4,261,12911,0,2,1,"Personal Loan","Medical",36400,16.53,0.376,1.059,0.353,0.6473625713994761,0.35263742860052394,"false"
"true","CUST100323",60,"Self-Employed",26.7,44109,798,3.0,662,7251,0,0,0,"Credit Card","Debt Consolidation",56300,14.04,0.164,1.276,0.425,0.37979687028241427,0.6202031297175857,"true"
"true","CUST100350",38,"Self-Employed",14.7,47200,666,7.9,1942,5191,0,0,0,"Line of Credit","Education",27200,9.16,0.11,0.576,0.192,0.2925145313396602,0.7074854686603398,"true"
"false","CUST100354",34,"Self-Employed",1.9,111424,594,1.7,309,49724,0,0,0,"Personal Loan","Personal",100000,16.49,0.446,0.897,0.299,0.6560348442125936,0.34396515578740644,"false"
"true","CUST100363",39,"Student",0.3,62127,596,20.2,1173,15436,0,0,0,"Credit Card","Home Improvement",6200,22.56,0.248,0.1,0.033,0.5126896582842962,0.48731034171570375,"false"
"true","CUST100370",35,"Employed",8.2,28224,679,15.4,4637,6756,0,1,0,"Personal Loan","Personal",50900,12.83,0.239,1.803,0.601,0.30291749458187567,0.6970825054181243,"true"
"true","CUST100372",52,"Employed",9.6,61681,721,11.4,9322,19616,0,0,0,"Personal Loan","Home Improvement",22400,11.16,0.318,0.363,0.121,0.2925145313396602,0.7074854686603398,"true"
"true","CUST100380",24,"Student",0.6,21098,707,5.3,572,2528,0,0,0,"Personal Loan","Home Improvement",26500,10.88,0.12,1.256,0.419,0.3055478262498136,0.6944521737501864,"true"
"true","CUST100393",56,"Employed",34.3,140473,719,16.1,63044,17786,0,0,0,"Line of Credit","Personal",29600,8.18,0.127,0.211,0.07,0.2925145313396602,0.7074854686603398,"true"
"true","CUST100394",49,"Employed",15.9,40885,819,15.6,65,5733,0,0,0,"Personal Loan","Home Improvement",78200,9.25,0.14,1.913,0.638,0.30291749458187567,0.6970825054181243,"true"
"true","CUST100402",35,"Employed",1.6,88075,682,7.7,29822,30179,0,0,0,"Line of Credit","Personal",12100,9.26,0.343,0.137,0.046,0.2925145313396602,0.7074854686603398,"true"
"false","CUST100406",22,"Self-Employed",1.0,71922,569,3.2,501,20413,0,1,1,"Personal Loan","Debt Consolidation",46000,16.06,0.284,0.64,0.213,0.6643383116584707,0.3356616883415293,"false"
"false","CUST100412",18,"Employed",0.0,18152,533,0.8,37,5934,1,1,0,"Credit Card","Personal",8400,22.13,0.327,0.463,0.154,0.6569868175277169,0.34301318247228313,"false"
"true","CUST100417",36,"Employed",9.7,66950,563,6.5,1372,4847,0,2,0,"Personal Loan","Personal",64700,16.71,0.072,0.966,0.322,0.5401631798974873,0.45983682010251264,"false"
"true","CUST100423",46,"Employed",13.4,136789,677,21.0,6669,62804,0,0,0,"Credit Card","Home Improvement",48700,18.06,0.459,0.356,0.119,0.401268382562193,0.598731617437807,"true"
"true","CUST100424",42,"Self-Employed",14.5,21291,740,15.8,12003,6829,0,0,0,"Credit Card","Education",26900,16.65,0.321,1.263,0.421,0.30291749458187567,0.6970825054181243,"true"
"true","CUST100426",23,"Student",1.8,52165,757,2.3,124,27105,0,1,0,"Credit Card","Personal",5200,14.02,0.52,0.1,0.033,0.4539915706253268,0.5460084293746732,"false"
"true","CUST100440",39,"Employed",17.4,15716,761,11.6,1431,7046,0,0,0,"Credit Card","Home Improvement",18500,14.03,0.448,1.177,0.392,0.3490048588140222,0.6509951411859778,"true"
"false","CUST100441",34,"Employed",8.8,20423,610,3.6,444,10220,0,1,0,"Credit Card","Business",28200,20.23,0.5,1.381,0.46,0.6339555269971041,0.3660444730028959,"false"
"true","CUST100444",19,"Employed",0.6,22826,706,1.3,290,6365,0,0,0,"Personal Loan","Medical",20000,10.02,0.279,0.876,0.292,0.3353892217804303,0.6646107782195697,"true"
"true","CUST100445",43,"Employed",18.7,52527,639,15.2,2626,8720,0,2,0,"Line of Credit","Education",30800,11.38,0.166,0.586,0.195,0.3713908751075865,0.6286091248924135,"true"
"false","CUST100447",23,"Employed",3.6,42946,588,3.0,254,14809,0,2,0,"Line of Credit","Personal",26900,13.52,0.345,0.626,0.209,0.6569876404601707,0.34301235953982934,"false"
"true","CUST100456",33,"Self-Employed",1.3,35745,666,13.1,659,4872,0,1,0,"Credit Card","Education",5100,17.57,0.136,0.143,0.048,0.2925145313396602,0.7074854686603398,"true"
"true","CUST100457",22,"Employed",2.2,28683,611,0.5,575,8496,0,0,0,"Credit Card","Personal",20900,19.1,0.296,0.729,0.243,0.4004189790109576,0.5995810209890424,"true"
"true","CUST100467",44,"Self-Employed",20.7,83859,656,21.2,8511,37064,0,0,0,"Personal Loan","Home Improvement",44000,11.04,0.442,0.525,0.175,0.401268382562193,0.598731617437807,"true"
"false","CUST100469",28,"Self-Employed",1.8,68984,591,0.6,1842,2578,0,0,0,"Credit Card","Personal",70000,21.6,0.037,1.015,0.338,0.6559792524907422,0.34402074750925776,"false"
"true","CUST100475",32,"Employed",2.1,40369,714,0.2,3,11603,0,0,0,"Personal Loan","Personal",7400,11.39,0.287,0.183,0.061,0.33262504293080064,0.6673749570691994,"true"
"true","CUST100477",38,"Self-Employed",3.7,41481,688,0.8,9,2234,0,0,0,"Personal Loan","Business",28600,11.31,0.054,0.689,0.23,0.34881143427345374,0.6511885657265463,"true"
"false","CUST100478",70,"Employed",37.6,79902,720,17.0,472,19746,1,1,0,"Personal Loan","Education",100000,11.01,0.247,1.252,0.417,0.6727896482426557,0.32721035175734425,"false"
"false","CUST100504",27,"Employed",1.7,20020,651,1.3,81,7225,0,1,0,"Credit Card","Debt Consolidation",7600,17.12,0.361,0.38,0.127,0.34881143427345374,0.6511885657265463,"true"
"false","CUST100507",24,"Employed",2.7,15000,643,2.0,100,4284,0,0,0,"Personal Loan","Medical",19500,13.85,0.286,1.3,0.433,0.5317246770636639,0.4682753229363361,"false"
"true","CUST100508",35,"Employed",2.6,68025,609,13.3,127,27629,0,0,0,"Personal Loan","Personal",20100,14.53,0.406,0.295,0.098,0.35453287537169087,0.6454671246283091,"true"
"false","CUST100511",34,"Employed",2.4,47535,699,4.1,1645,11357,0,0,0,"Personal Loan","Medical",52300,12.56,0.239,1.1,0.367,0.3574027906907844,0.6425972093092156,"true"
"true","CUST100522",27,"Employed",4.8,39583,638,6.1,971,5419,0,0,0,"Line of Credit","Education",6500,12.98,0.137,0.164,0.055,0.35080423171538855,0.6491957682846115,"true"
"false","CUST100530",42,"Employed",17.3,29813,565,10.0,261,13094,0,1,0,"Credit Card","Medical",38100,22.35,0.439,1.278,0.426,0.6231742136226115,0.37682578637738845,"false"
"true","CUST100538",47,"Self-Employed",8.1,28915,703,26.2,519,3349,0,0,0,"Personal Loan","Debt Consolidation",17100,11.02,0.116,0.591,0.197,0.3076488266714661,0.6923511733285339,"true"
"false","CUST100539",28,"Employed",4.4,24559,608,0.2,43,1484,0,1,0,"Line of Credit","Personal",7200,12.8,0.06,0.293,0.098,0.382271918164906,0.617728081835094,"true"
"true","CUST100543",52,"Self-Employed",8.3,65920,794,12.7,10538,16284,0,0,0,"Credit Card","Home Improvement",32100,14.74,0.247,0.487,0.162,0.2925145313396602,0.7074854686603398,"true"
"true","CUST100546",41,"Employed",0.2,41264,659,5.0,236,3277,0,0,0,"Personal Loan","Home Improvement",44600,11.21,0.079,1.081,0.36,0.3055478262498136,0.6944521737501864,"true"
"false","CUST100559",29,"Self-Employed",4.0,57327,619,3.6,1237,15732,0,0,0,"Personal Loan","Home Improvement",63100,13.06,0.274,1.101,0.367,0.5264761191309854,0.47352388086901465,"false"
"true","CUST100562",45,"Employed",1.3,64622,683,13.8,23455,18684,0,0,0,"Credit Card","Education",21900,17.16,0.289,0.339,0.113,0.2925145313396602,0.7074854686603398,"true"
"true","CUST100563",31,"Employed",4.6,27700,722,9.2,399,13666,0,0,0,"Line of Credit","Home Improvement",17700,8.87,0.493,0.639,0.213,0.3336499999880719,0.6663500000119281,"true"
"false","CUST100578",18,"Employed",0.0,39557,565,1.6,61,3540,0,0,0,"Personal Loan","Business",13300,16.98,0.089,0.336,0.112,0.6621744937805816,0.3378255062194184,"false"
"false","CUST100580",39,"Employed",2.2,23588,625,1.4,204,6953,1,2,1,"Credit Card","Business",10300,20.48,0.295,0.437,0.146,0.4998072696216911,0.5001927303783089,"false"
"false","CUST100586",29,"Employed",8.3,59125,584,0.9,867,27213,1,0,2,"Line of Credit","Medical",35700,14.57,0.46,0.604,0.201,0.659711701718405,0.340288298281595,"false"
"true","CUST100587",24,"Employed",4.3,15960,553,2.0,37,318,0,0,0,"Personal Loan","Medical",4700,15.4,0.02,0.294,0.098,0.5777352706683305,0.4222647293316694,"false"
"true","CUST100589",24,"Self-Employed",1.2,42947,652,5.2,27,10430,0,0,1,"Line of Credit","Education",24300,9.91,0.243,0.566,0.189,0.29509277065144823,0.7049072293485518,"true"
"true","CUST100602",45,"Self-Employed",2.0,51212,694,5.0,400,11576,0,0,0,"Credit Card","Personal",13800,17.8,0.226,0.269,0.09,0.2925145313396602,0.7074854686603398,"true"
"true","CUST100610",42,"Student",1.8,17193,650,8.8,119,1170,0,1,0,"Line of Credit","Medical",10800,10.8,0.068,0.628,0.209,0.3334295927776325,0.6665704072223675,"true"
"false","CUST100614",64,"Student",0.8,20425,558,26.4,1375,1979,0,1,0,"Personal Loan","Business",6200,15.47,0.097,0.304,0.101,0.6287101058613571,0.37128989413864294,"false"
"true","CUST100623",51,"Employed",8.5,83176,785,23.8,1198,17663,0,0,0,"Credit Card","Medical",70000,15.81,0.212,0.842,0.281,0.2925145313396602,0.7074854686603398,"true"
"true","CUST100634",22,"Employed",2.7,43242,620,0.6,200,3287,0,1,0,"Credit Card","Personal",39000,19.36,0.076,0.902,0.301,0.4004189790109576,0.5995810209890424,"true"
"false","CUST100635",18,"Employed",0.0,42140,619,1.1,653,12786,0,1,0,"Line of Credit","Debt Consolidation",15200,11.97,0.303,0.361,0.12,0.4611272407991994,0.5388727592008006,"false"
"false","CUST100644",32,"Employed",9.9,50978,529,7.1,132,5753,0,1,0,"Line of Credit","Business",13700,14.11,0.113,0.269,0.09,0.5723958622056406,0.42760413779435935,"false"
"true","CUST100647",34,"Employed",15.7,30373,619,14.2,1109,6666,0,1,0,"Credit Card","Business",28900,20.01,0.219,0.952,0.317,0.40188086838628767,0.5981191316137123,"true"
"false","CUST100651",48,"Student",1.5,21045,677,29.9,693,12280,0,0,0,"Line of Credit","Medical",5000,10.01,0.584,0.238,0.079,0.6667956598641936,0.33320434013580635,"false"
"false","CUST100653",21,"Employed",0.0,26109,597,2.0,151,4316,0,0,1,"Credit Card","Education",13200,22.33,0.165,0.506,0.169,0.5853855222249129,0.4146144777750871,"false"
"false","CUST100655",35,"Employed",15.7,29175,588,2.9,5593,5911,0,0,0,"Personal Loan","Home Improvement",54100,16.07,0.203,1.854,0.618,0.6584291154483559,0.3415708845516441,"false"
"false","CUST100675",25,"Self-Employed",2.9,42036,570,5.1,2830,12700,0,1,0,"Personal Loan","Personal",15200,15.51,0.302,0.362,0.121,0.6047846915248098,0.3952153084751901,"false"
"true","CUST100676",21,"Self-Employed",1.0,65516,718,0.8,73,22852,0,0,0,"Line of Credit","Personal",27500,9.23,0.349,0.42,0.14,0.3353892217804303,0.6646107782195697,"true"
"false","CUST100682",28,"Employed",8.3,21081,641,8.7,288,6108,1,0,0,"Credit Card","Medical",24600,20.04,0.29,1.167,0.389,0.4803816298161403,0.5196183701838597,"false"
"false","CUST100690",30,"Student",1.7,15000,637,4.1,8,5154,0,0,0,"Personal Loan","Personal",23000,13.41,0.344,1.533,0.511,0.4914495571602898,0.5085504428397102,"false"
"false","CUST100692",22,"Employed",3.9,21969,621,1.1,16,2097,0,0,0,"Personal Loan","Business",7900,14.82,0.095,0.36,0.12,0.4611272407991994,0.5388727592008006,"false"
"true","CUST100694",42,"Employed",17.2,47398,688,19.8,17,24399,0,0,0,"Credit Card","Education",58500,18.43,0.515,1.234,0.411,0.5304116438996274,0.4695883561003726,"false"
"true","CUST100696",38,"Self-Employed",7.7,41060,720,15.6,2039,3985,0,0,0,"Credit Card","Education",20000,16.54,0.097,0.487,0.162,0.2925145313396602,0.7074854686603398,"true"
"false","CUST100697",19,"Employed",0.5,15964,636,1.6,13,3273,0,3,0,"Credit Card","Debt Consolidation",15900,20.26,0.205,0.996,0.332,0.6135545600677357,0.38644543993226427,"false"
"false","CUST100706",19,"Employed",0.8,25445,644,1.2,103,12434,0,0,0,"Personal Loan","Business",42800,13.5,0.489,1.682,0.561,0.6125416615840217,0.3874583384159783,"false"
"false","CUST100708",18,"Employed",0.0,37416,663,1.4,501,14794,0,0,0,"Credit Card","Home Improvement",23800,17.19,0.395,0.636,0.212,0.3353892217804303,0.6646107782195697,"true"
"false","CUST100715",48,"Employed",15.4,41752,584,17.3,9180,8755,1,3,0,"Credit Card","Education",14400,21.01,0.21,0.345,0.115,0.5843497610090886,0.41565023899091136,"false"
"true","CUST100720",38,"Self-Employed",5.5,123442,686,15.1,1582,36235,0,0,0,"Personal Loan","Business",86800,12.89,0.294,0.703,0.234,0.3076488266714661,0.6923511733285339,"true"
"true","CUST100723",43,"Student",1.5,15926,706,16.0,499,5681,0,0,0,"Personal Loan","Education",15400,11.22,0.357,0.967,0.322,0.2925145313396602,0.7074854686603398,"true"
"true","CUST100729",25,"Employed",3.4,15000,666,5.0,99,2390,0,0,0,"Credit Card","Personal",15800,18.84,0.159,1.053,0.351,0.3002097761525768,0.6997902238474232,"true"
