"loan_status","customer_id","age","occupation_status","years_employed","annual_income","credit_score","credit_history_years","savings_assets","current_debt","defaults_on_file","delinquencies_last_2yrs","derogatory_marks","product_type","loan_intent","loan_amount","interest_rate","debt_to_income_ratio","loan_to_income_ratio","payment_to_income_ratio","confidence(false)","confidence(true)","prediction(loan_status)"
"true","CUST100072",34,"Employed",14.2,63302,649,13.7,8611,17651,0,0,0,"Personal Loan","Medical",56300,14.8,0.279,0.889,0.296,0.3105395378514906,0.6894604621485094,"true"
"true","CUST100076",36,"Employed",5.6,15000,615,0.9,42,2352,0,0,0,"Credit Card","Home Improvement",800,19.44,0.157,0.053,0.018,0.26727218139946185,0.7327278186005381,"true"
"false","CUST100078",36,"Employed",8.2,60707,569,13.1,1319,10760,0,1,0,"Credit Card","Debt Consolidation",7400,22.05,0.177,0.122,0.041,0.4127155688534049,0.5872844311465951,"true"
"true","CUST100081",39,"Employed",11.4,70053,742,1.5,439,22131,0,0,0,"Credit Card","Education",58700,16.05,0.316,0.838,0.279,0.19297340130578378,0.8070265986942162,"true"
"true","CUST100092",26,"Employed",5.9,23965,620,3.0,310,8363,0,2,0,"Personal Loan","Education",19700,13.82,0.349,0.822,0.274,0.7590638867320161,0.24093611326798398,"false"
"true","CUST100100",18,"Employed",0.0,20293,640,0.7,68,6127,0,0,0,"Credit Card","Personal",900,19.58,0.302,0.044,0.015,0.38236550932664415,0.6176344906733559,"true"
"false","CUST100102",30,"Employed",0.4,32703,640,0.4,51,12283,0,0,0,"Credit Card","Medical",26500,20.97,0.376,0.81,0.27,0.5658114949602442,0.43418850503975576,"false"
"false","CUST100123",18,"Employed",0.0,22236,564,1.6,11,13003,0,0,0,"Credit Card","Education",27400,21.06,0.585,1.232,0.411,0.9217909510263712,0.07820904897362878,"false"
"false","CUST100147",19,"Employed",0.1,25197,622,0.5,24,6888,0,2,0,"Credit Card","Home Improvement",24200,19.5,0.273,0.96,0.32,0.7547361625544388,0.24526383744556127,"false"
"false","CUST100150",38,"Employed",1.7,62939,651,10.5,310,15270,1,3,0,"Credit Card","Debt Consolidation",18600,18.22,0.243,0.296,0.099,0.8202639630706225,0.1797360369293774,"false"
"false","CUST100154",38,"Employed",2.1,60706,600,4.5,642,21034,0,2,0,"Line of Credit","Business",17300,11.26,0.346,0.285,0.095,0.6929384052020126,0.30706159479798745,"false"
"true","CUST100167",57,"Employed",34.1,67706,660,26.6,6401,4176,0,0,0,"Line of Credit","Personal",29100,9.58,0.062,0.43,0.143,0.046501723111010085,0.9534982768889899,"true"
"false","CUST100172",34,"Employed",8.9,43738,614,0.3,469,19176,0,2,0,"Personal Loan","Education",52900,14.16,0.438,1.209,0.403,0.865176612601803,0.13482338739819696,"false"
"true","CUST100183",40,"Employed",8.6,15000,619,8.9,63,2278,0,2,1,"Personal Loan","Personal",2900,13.87,0.152,0.193,0.064,0.4765948927619278,0.5234051072380722,"true"
"false","CUST100188",24,"Self-Employed",1.2,80393,688,2.7,83,41532,0,0,0,"Line of Credit","Personal",25000,9.82,0.517,0.311,0.104,0.4647726413344382,0.5352273586655618,"true"
"true","CUST100191",45,"Self-Employed",14.3,44947,637,26.6,5187,11456,0,0,0,"Line of Credit","Personal",35300,12.84,0.255,0.785,0.262,0.1955740984788149,0.8044259015211851,"true"
"true","CUST100198",35,"Employed",10.8,54382,709,7.0,57393,6832,0,0,0,"Line of Credit","Medical",16100,8.07,0.126,0.296,0.099,0.0869034511558624,0.9130965488441376,"true"
"true","CUST100207",41,"Employed",12.0,39206,657,20.3,198,9962,0,2,0,"Credit Card","Medical",4200,17.18,0.254,0.107,0.036,0.2568777213840102,0.7431222786159898,"true"
"true","CUST100212",46,"Employed",18.5,33775,702,13.9,1289,9841,0,0,0,"Credit Card","Personal",11200,17.22,0.291,0.332,0.111,0.12028919417405537,0.8797108058259446,"true"
"false","CUST100215",44,"Self-Employed",18.6,31974,646,5.6,820,13874,0,0,0,"Credit Card","Personal",36500,19.03,0.434,1.142,0.381,0.5519101174476699,0.44808988255233,"false"
"true","CUST100222",43,"Employed",0.3,78525,761,16.2,80,15963,0,0,0,"Personal Loan","Business",80100,9.12,0.203,1.02,0.34,0.07663059321128318,0.9233694067887168,"true"
"false","CUST100223",18,"Employed",0.0,37357,720,1.5,17,14591,0,0,0,"Credit Card","Home Improvement",49100,16.51,0.391,1.314,0.438,0.4548903363983051,0.5451096636016949,"true"
"false","CUST100231",37,"Employed",8.9,55067,574,9.9,12318,16598,0,0,1,"Credit Card","Medical",70000,22.88,0.301,1.271,0.424,0.7407238300289928,0.2592761699710072,"false"
"true","CUST100233",27,"Student",0.6,18383,643,5.4,1669,5720,0,0,1,"Credit Card","Home Improvement",1800,19.37,0.311,0.098,0.033,0.42467432909817315,0.5753256709018268,"true"
"true","CUST100239",45,"Employed",0.1,122926,785,23.9,4700,25036,0,0,0,"Personal Loan","Education",38600,9.74,0.204,0.314,0.105,0.026471220964622844,0.9735287790353772,"true"
"true","CUST100240",25,"Self-Employed",2.7,92452,706,3.5,1953,15648,0,0,0,"Credit Card","Personal",28200,16.38,0.169,0.305,0.102,0.1371990301175463,0.8628009698824537,"true"
"true","CUST100248",56,"Self-Employed",18.6,143949,676,13.0,1428,47565,0,0,0,"Personal Loan","Home Improvement",25900,11.75,0.33,0.18,0.06,0.153472533478481,0.846527466521519,"true"
"true","CUST100256",50,"Employed",26.5,94072,710,3.1,414,4406,0,0,0,"Credit Card","Personal",55400,16.28,0.047,0.589,0.196,0.06877944660955959,0.9312205533904404,"true"
"true","CUST100261",34,"Employed",11.0,45694,625,14.9,606,15783,0,1,0,"Personal Loan","Home Improvement",28100,13.98,0.345,0.615,0.205,0.48802660860593994,0.5119733913940601,"true"
"true","CUST100262",18,"Student",1.2,20943,671,0.7,37,4823,0,0,0,"Credit Card","Debt Consolidation",2100,17.57,0.23,0.1,0.033,0.24563864373707622,0.7543613562629238,"true"
"false","CUST100274",23,"Employed",1.3,20105,645,1.7,189,10943,0,0,0,"Personal Loan","Debt Consolidation",4700,14.28,0.544,0.234,0.078,0.6194262540049786,0.3805737459950214,"false"
"true","CUST100278",35,"Employed",5.2,28097,646,7.1,1607,6975,0,0,0,"Personal Loan","Personal",2800,13.94,0.248,0.1,0.033,0.23290534778454441,0.7670946522154556,"true"
"true","CUST100280",36,"Student",0.1,15000,722,9.1,2202,4204,0,0,0,"Credit Card","Personal",1500,17.01,0.28,0.1,0.033,0.11446327417342084,0.8855367258265792,"true"
"true","CUST100283",20,"Employed",1.0,15000,745,0.3,50,3686,0,0,0,"Line of Credit","Personal",6100,9.37,0.246,0.407,0.136,0.14872709182618593,0.8512729081738141,"true"
"false","CUST100288",38,"Employed",8.6,36542,586,7.1,1576,8128,1,0,1,"Personal Loan","Business",72100,15.53,0.222,1.973,0.658,0.9393535566103356,0.060646443389664406,"false"
"false","CUST100295",26,"Employed",1.5,69362,631,0.0,0,6944,0,0,0,"Credit Card","Personal",69000,19.31,0.1,0.995,0.332,0.363479072343569,0.636520927656431,"true"
"true","CUST100303",42,"Employed",1.7,91512,646,4.7,248,18030,0,1,0,"Personal Loan","Education",83200,14.12,0.197,0.909,0.303,0.4119181782295247,0.5880818217704753,"true"
"true","CUST100307",27,"Employed",1.7,31047,751,3.2,1195,6737,0,0,0,"Personal Loan","Home Improvement",51700,9.42,0.217,1.665,0.555,0.233867375427407,0.766132624572593,"true"
"false","CUST100308",41,"Employed",11.1,46247,594,2.8,807,2017,0,0,0,"Credit Card","Business",32800,21.76,0.044,0.709,0.236,0.29227251263245424,0.7077274873675458,"true"
"false","CUST100313",44,"Employed",19.4,77022,570,14.6,4424,48722,0,1,1,"Credit Card","Home Improvement",70000,22.01,0.633,0.909,0.303,0.906929150173718,0.09307084982628196,"false"
"false","CUST100322",25,"Self-Employed",1.5,59256,536,4.2,4911,20812,0,1,0,"Personal Loan","Business",13500,15.23,0.351,0.228,0.076,0.791278591862927,0.20872140813707302,"false"
"true","CUST100337",31,"Employed",7.4,58096,620,0.2,24,6654,0,0,0,"Personal Loan","Education",50400,13.24,0.115,0.868,0.289,0.3628579812717645,0.6371420187282355,"true"
"false","CUST100340",25,"Self-Employed",2.0,145800,638,4.2,13368,70890,0,1,0,"Credit Card","Medical",70000,19.69,0.486,0.48,0.16,0.6928993230159979,0.3071006769840022,"false"
"false","CUST100348",26,"Employed",7.4,44003,539,7.3,790,16197,0,2,1,"Credit Card","Debt Consolidation",6800,21.46,0.368,0.155,0.052,0.8777906397329075,0.1222093602670925,"false"
"true","CUST100350",38,"Self-Employed",14.7,47200,666,7.9,1942,5191,0,0,0,"Line of Credit","Education",27200,9.16,0.11,0.576,0.192,0.1452939265471639,0.8547060734528361,"true"
"true","CUST100351",52,"Employed",22.9,57869,744,26.7,4871,25474,0,0,0,"Credit Card","Education",49400,15.8,0.44,0.854,0.285,0.11256346163672204,0.887436538363278,"true"
"false","CUST100355",22,"Employed",3.2,26784,624,0.5,543,6182,0,0,1,"Credit Card","Personal",33000,20.0,0.231,1.232,0.411,0.6606705553180466,0.33932944468195336,"false"
"true","CUST100356",34,"Employed",9.5,29594,528,6.6,132,9996,0,2,0,"Line of Credit","Education",6600,14.69,0.338,0.223,0.074,0.8237953944970353,0.17620460550296468,"false"
"true","CUST100357",31,"Self-Employed",2.3,37725,751,2.4,670,8603,0,0,0,"Credit Card","Medical",50600,15.66,0.228,1.341,0.447,0.1970319747745085,0.8029680252254915,"true"
"true","CUST100359",25,"Employed",2.5,36519,780,4.9,211,1451,0,0,0,"Line of Credit","Education",22800,6.02,0.04,0.624,0.208,0.04363272570394838,0.9563672742960516,"true"
"true","CUST100364",43,"Student",1.5,18805,620,15.7,1365,6840,0,0,0,"Credit Card","Education",1300,20.24,0.364,0.069,0.023,0.3107735440116416,0.6892264559883584,"true"
"false","CUST100365",30,"Employed",3.7,34420,595,1.0,159,4720,1,0,0,"Credit Card","Business",32400,21.31,0.137,0.941,0.314,0.8088811871299544,0.19111881287004565,"false"
"true","CUST100370",35,"Employed",8.2,28224,679,15.4,4637,6756,0,1,0,"Personal Loan","Personal",50900,12.83,0.239,1.803,0.601,0.4331722624204567,0.5668277375795433,"true"
"true","CUST100376",45,"Employed",13.4,118189,636,12.7,1115,31789,0,1,0,"Line of Credit","Personal",45200,12.18,0.269,0.382,0.127,0.3248461524445978,0.6751538475554022,"true"
"false","CUST100377",37,"Student",0.8,16427,663,16.6,2216,9682,0,0,0,"Credit Card","Debt Consolidation",1600,18.31,0.589,0.097,0.032,0.41465285618670145,0.5853471438132986,"true"
"true","CUST100378",61,"Employed",22.9,60935,657,17.0,33961,7895,0,0,0,"Credit Card","Business",62200,17.17,0.13,1.021,0.34,0.13099241439832898,0.869007585601671,"true"
"false","CUST100379",25,"Employed",5.5,38018,593,2.9,73,10769,0,2,1,"Line of Credit","Medical",5000,13.08,0.283,0.132,0.044,0.754747430104504,0.24525256989549604,"false"
"false","CUST100383",28,"Employed",8.5,46301,570,4.5,4903,19969,0,1,1,"Credit Card","Education",39500,22.92,0.431,0.853,0.284,0.8836419352123557,0.11635806478764428,"false"
"false","CUST100403",35,"Employed",11.2,38903,569,6.0,65,6142,0,1,0,"Personal Loan","Business",60200,15.66,0.158,1.547,0.516,0.7068388344931171,0.2931611655068828,"false"
"false","CUST100410",43,"Self-Employed",15.1,39277,601,15.7,4876,14849,0,0,0,"Line of Credit","Debt Consolidation",29600,11.17,0.378,0.754,0.251,0.47892550103986686,0.5210744989601331,"true"
"true","CUST100411",21,"Student",0.1,16228,582,0.7,36,4189,0,0,0,"Personal Loan","Education",4200,16.74,0.258,0.259,0.086,0.5446978866444867,0.45530211335551335,"false"
"false","CUST100414",38,"Employed",18.5,32457,719,0.1,13,14132,0,0,0,"Line of Credit","Business",23100,9.33,0.435,0.712,0.237,0.32274560108420514,0.6772543989157949,"true"
"true","CUST100418",49,"Employed",2.9,55246,718,27.5,14894,11914,0,1,0,"Credit Card","Home Improvement",38300,16.0,0.216,0.693,0.231,0.09697742371448925,0.9030225762855107,"true"
"true","CUST100426",23,"Student",1.8,52165,757,2.3,124,27105,0,1,0,"Credit Card","Personal",5200,14.02,0.52,0.1,0.033,0.33097918873662835,0.6690208112633717,"true"
"true","CUST100427",43,"Employed",23.3,35011,637,19.7,615,4604,0,0,0,"Line of Credit","Home Improvement",11600,11.78,0.132,0.331,0.11,0.11446632417766789,0.8855336758223321,"true"
"true","CUST100432",31,"Student",0.2,26253,761,5.9,23141,11601,0,0,0,"Credit Card","Home Improvement",2600,14.89,0.442,0.099,0.033,0.15536890281007587,0.8446310971899241,"true"
"false","CUST100439",34,"Employed",8.7,98406,631,4.5,521,22388,0,3,0,"Line of Credit","Personal",42200,12.65,0.228,0.429,0.143,0.6156103618908647,0.3843896381091353,"false"
"true","CUST100443",33,"Employed",10.7,97139,628,4.6,1549,19263,0,0,0,"Credit Card","Business",60900,19.21,0.198,0.627,0.209,0.3308003089930075,0.6691996910069925,"true"
"true","CUST100445",43,"Employed",18.7,52527,639,15.2,2626,8720,0,2,0,"Line of Credit","Education",30800,11.38,0.166,0.586,0.195,0.32568046327883104,0.674319536721169,"true"
"false","CUST100447",23,"Employed",3.6,42946,588,3.0,254,14809,0,2,0,"Line of Credit","Personal",26900,13.52,0.345,0.626,0.209,0.806701649365826,0.193298350634174,"false"
"false","CUST100449",22,"Employed",0.7,42112,563,1.1,524,17811,0,0,1,"Credit Card","Education",50800,21.17,0.423,1.206,0.402,0.8981247343624622,0.10187526563753783,"false"
"false","CUST100450",34,"Employed",0.8,23983,570,11.9,1001,2570,0,0,0,"Line of Credit","Medical",22400,13.46,0.107,0.934,0.311,0.4155687756005306,0.5844312243994694,"true"
"true","CUST100451",46,"Employed",16.0,70508,699,21.9,1698,27418,0,0,0,"Personal Loan","Personal",54500,12.31,0.389,0.773,0.258,0.18344813891419465,0.8165518610858054,"true"
"false","CUST100458",28,"Employed",2.4,43097,616,1.1,10,25599,0,1,1,"Line of Credit","Medical",16600,12.45,0.594,0.385,0.128,0.8743276437093577,0.12567235629064233,"false"
"true","CUST100475",32,"Employed",2.1,40369,714,0.2,3,11603,0,0,0,"Personal Loan","Personal",7400,11.39,0.287,0.183,0.061,0.18169621514104684,0.8183037848589532,"true"
"false","CUST100478",70,"Employed",37.6,79902,720,17.0,472,19746,1,1,0,"Personal Loan","Education",100000,11.01,0.247,1.252,0.417,0.4349863900450328,0.5650136099549672,"true"
"true","CUST100479",48,"Employed",7.8,49319,624,8.2,176,19150,0,0,0,"Credit Card","Personal",53200,20.5,0.388,1.079,0.36,0.5440488377916002,0.4559511622083999,"false"
"false","CUST100482",18,"Employed",0.0,45911,580,0.5,29,10080,0,1,1,"Personal Loan","Business",91800,16.45,0.22,2.0,0.667,0.9015444328604152,0.09845556713958477,"false"
"true","CUST100484",25,"Employed",1.7,50998,655,6.6,4279,17605,0,0,0,"Credit Card","Personal",59000,18.09,0.345,1.157,0.386,0.5099419987226743,0.4900580012773257,"false"
"true","CUST100489",45,"Employed",15.2,30920,583,19.9,83,5591,0,1,0,"Credit Card","Education",37100,22.15,0.181,1.2,0.4,0.47568516252397663,0.5243148374760234,"true"
"true","CUST100492",35,"Employed",6.7,16995,591,13.3,218,2361,0,0,0,"Credit Card","Personal",23000,21.37,0.139,1.353,0.451,0.43631238342129475,0.5636876165787053,"true"
"false","CUST100496",22,"Employed",1.0,15000,574,3.1,332,5130,0,3,1,"Credit Card","Education",2600,22.33,0.342,0.173,0.058,0.8906962450142434,0.10930375498575665,"false"
"false","CUST100497",32,"Employed",8.6,35666,589,11.9,1360,5889,0,2,0,"Line of Credit","Medical",11100,13.4,0.165,0.311,0.104,0.49759760005470977,0.5024023999452902,"true"
"true","CUST100498",24,"Employed",0.6,36151,612,2.1,1631,5927,0,0,0,"Credit Card","Home Improvement",29100,20.9,0.164,0.805,0.268,0.436835317789525,0.563164682210475,"true"
"false","CUST100502",18,"Student",2.0,28002,577,0.8,13,19862,0,0,0,"Personal Loan","Education",2000,16.86,0.709,0.071,0.024,0.8767109675433616,0.12328903245663832,"false"
"false","CUST100504",27,"Employed",1.7,20020,651,1.3,81,7225,0,1,0,"Credit Card","Debt Consolidation",7600,17.12,0.361,0.38,0.127,0.5378598998571935,0.4621401001428065,"false"
"false","CUST100507",24,"Employed",2.7,15000,643,2.0,100,4284,0,0,0,"Personal Loan","Medical",19500,13.85,0.286,1.3,0.433,0.5553274989782204,0.4446725010217795,"false"
"false","CUST100509",25,"Employed",3.3,15000,737,2.8,202,8768,0,0,0,"Personal Loan","Business",20100,11.1,0.585,1.34,0.447,0.5678808951842296,0.43211910481577037,"false"
"false","CUST100517",23,"Employed",2.6,44323,653,0.7,297,16944,0,1,0,"Personal Loan","Business",52800,11.47,0.382,1.191,0.397,0.7067801031411725,0.2932198968588275,"false"
"false","CUST100520",18,"Self-Employed",1.0,64529,609,1.2,60,14504,0,1,0,"Personal Loan","Medical",38400,13.6,0.225,0.595,0.198,0.5949733329574369,0.405026667042563,"false"
"false","CUST100540",45,"Employed",17.9,46601,567,23.4,266,16691,0,0,0,"Line of Credit","Home Improvement",18500,13.09,0.358,0.397,0.132,0.41781837173075154,0.5821816282692485,"true"
"true","CUST100546",41,"Employed",0.2,41264,659,5.0,236,3277,0,0,0,"Personal Loan","Home Improvement",44600,11.21,0.079,1.081,0.36,0.2192460801398176,0.7807539198601824,"true"
"true","CUST100548",39,"Employed",5.9,31114,689,5.4,1918,11082,0,2,0,"Line of Credit","Medical",13500,10.03,0.356,0.434,0.145,0.4507022405562786,0.5492977594437214,"true"
"false","CUST100550",36,"Self-Employed",5.8,55282,639,8.4,2031,4011,1,1,0,"Credit Card","Personal",22300,20.92,0.073,0.403,0.134,0.5744435947872691,0.42555640521273086,"false"
"false","CUST100551",33,"Self-Employed",2.7,81963,575,11.8,33002,10727,0,0,0,"Credit Card","Debt Consolidation",67600,21.17,0.131,0.825,0.275,0.4053894142661596,0.5946105857338404,"true"
"true","CUST100567",22,"Employed",1.3,20125,681,3.6,65,4961,0,0,0,"Personal Loan","Business",37900,12.52,0.247,1.883,0.628,0.5015996774074163,0.4984003225925837,"true"
"false","CUST100570",35,"Self-Employed",7.6,39328,629,7.0,1450,19218,0,0,0,"Credit Card","Medical",19100,19.42,0.489,0.486,0.162,0.5690666216116191,0.4309333783883809,"false"
"true","CUST100575",18,"Employed",0.0,46360,719,1.2,128,1042,0,1,0,"Credit Card","Personal",39200,15.55,0.022,0.846,0.282,0.16743491236786257,0.8325650876321374,"true"
"false","CUST100596",31,"Self-Employed",1.5,83562,631,0.6,98,14414,0,0,0,"Personal Loan","Home Improvement",100000,13.02,0.172,1.197,0.399,0.451496847456613,0.548503152543387,"true"
"true","CUST100602",45,"Self-Employed",2.0,51212,694,5.0,400,11576,0,0,0,"Credit Card","Personal",13800,17.8,0.226,0.269,0.09,0.14628804538058704,0.853711954619413,"true"
"true","CUST100606",25,"Self-Employed",2.5,120262,650,1.1,229,15734,0,0,0,"Personal Loan","Medical",100000,12.31,0.131,0.832,0.277,0.3047970321185123,0.6952029678814877,"true"
"false","CUST100608",18,"Student",0.5,26677,596,0.0,0,6446,1,2,1,"Line of Credit","Business",5900,14.71,0.242,0.221,0.074,0.9398915366545229,0.060108463345477155,"false"
"false","CUST100613",21,"Self-Employed",1.0,50336,622,2.2,257,19085,0,1,0,"Personal Loan","Business",67500,14.03,0.379,1.341,0.447,0.7926433632132523,0.20735663678674768,"false"
"false","CUST100614",64,"Student",0.8,20425,558,26.4,1375,1979,0,1,0,"Personal Loan","Business",6200,15.47,0.097,0.304,0.101,0.23899664750295035,0.7610033524970496,"true"
"true","CUST100618",40,"Employed",1.6,39588,698,6.5,2218,7300,0,0,0,"Line of Credit","Education",31200,9.52,0.184,0.788,0.263,0.1692730468726279,0.8307269531273721,"true"
"false","CUST100629",48,"Self-Employed",2.1,39879,682,22.9,990,19959,0,0,0,"Personal Loan","Personal",67000,12.51,0.5,1.68,0.56,0.47001549562064093,0.5299845043793591,"true"
"false","CUST100635",18,"Employed",0.0,42140,619,1.1,653,12786,0,1,0,"Line of Credit","Debt Consolidation",15200,11.97,0.303,0.361,0.12,0.6024134135810137,0.3975865864189862,"false"
"true","CUST100636",44,"Employed",20.5,32691,703,20.3,1293,10285,0,2,0,"Personal Loan","Education",49800,11.34,0.315,1.523,0.508,0.3983544820037014,0.6016455179962986,"true"
"true","CUST100640",30,"Student",0.2,33310,638,3.5,273,8131,0,0,0,"Line of Credit","Education",14300,11.6,0.244,0.429,0.143,0.3443098875959162,0.6556901124040838,"true"
"true","CUST100641",55,"Self-Employed",14.2,27123,730,13.9,163,4238,0,0,0,"Line of Credit","Home Improvement",5000,7.97,0.156,0.184,0.061,0.04428027873640883,0.9557197212635912,"true"
"false","CUST100644",32,"Employed",9.9,50978,529,7.1,132,5753,0,1,0,"Line of Credit","Business",13700,14.11,0.113,0.269,0.09,0.5591208767595415,0.4408791232404585,"false"
"false","CUST100660",28,"Employed",6.9,30922,599,4.9,23,11424,0,0,0,"Credit Card","Debt Consolidation",11300,22.63,0.369,0.365,0.122,0.5566023811738576,0.44339761882614237,"false"
"true","CUST100666",31,"Self-Employed",3.6,63034,679,7.1,97,8929,0,1,0,"Line of Credit","Debt Consolidation",32200,10.62,0.142,0.511,0.17,0.22154003228161945,0.7784599677183806,"true"
"true","CUST100673",30,"Self-Employed",6.7,71213,750,2.9,232,8236,0,1,0,"Credit Card","Education",62600,15.87,0.116,0.879,0.293,0.13943248335642922,0.8605675166435708,"true"
"true","CUST100678",46,"Employed",10.6,47083,673,0.2,29,7021,0,1,0,"Credit Card","Education",6100,17.6,0.149,0.13,0.043,0.19617872065389907,0.8038212793461009,"true"
"true","CUST100683",40,"Student",1.4,33664,663,7.7,20982,6249,0,0,0,"Credit Card","Medical",3400,17.01,0.186,0.101,0.034,0.15359057144011512,0.8464094285598849,"true"
"true","CUST100686",32,"Self-Employed",7.3,99259,688,9.0,883,23970,0,1,0,"Personal Loan","Education",100000,11.83,0.241,1.007,0.336,0.3327116200498932,0.6672883799501068,"true"
"true","CUST100689",40,"Employed",1.0,57367,760,18.7,41253,20191,0,0,0,"Personal Loan","Personal",34500,8.02,0.352,0.601,0.2,0.09611100184009691,0.9038889981599031,"true"
"false","CUST100690",30,"Student",1.7,15000,637,4.1,8,5154,0,0,0,"Personal Loan","Personal",23000,13.41,0.344,1.533,0.511,0.6387255299856665,0.3612744700143335,"false"
"false","CUST100697",19,"Employed",0.5,15964,636,1.6,13,3273,0,3,0,"Credit Card","Debt Consolidation",15900,20.26,0.205,0.996,0.332,0.7445226329590307,0.2554773670409693,"false"
"false","CUST100708",18,"Employed",0.0,37416,663,1.4,501,14794,0,0,0,"Credit Card","Home Improvement",23800,17.19,0.395,0.636,0.212,0.508511078316917,0.491488921683083,"false"
"true","CUST100709",55,"Student",0.2,22208,744,0.6,67,7071,0,0,0,"Line of Credit","Debt Consolidation",10900,8.73,0.318,0.491,0.164,0.14393017258115226,0.8560698274188477,"true"
"true","CUST100717",36,"Employed",9.3,41917,617,12.7,201,15506,0,1,0,"Credit Card","Personal",52800,19.15,0.37,1.26,0.42,0.6685395686633754,0.3314604313366246,"false"
"false","CUST100719",34,"Employed",10.9,53745,641,7.6,2812,800,0,0,0,"Credit Card","Debt Consolidation",70000,20.79,0.015,1.302,0.434,0.22649805541963575,0.7735019445803643,"true"
"true","CUST100729",25,"Employed",3.4,15000,666,5.0,99,2390,0,0,0,"Credit Card","Personal",15800,18.84,0.159,1.053,0.351,0.29165434664984613,0.7083456533501539,"true"
"false","CUST100732",39,"Self-Employed",5.3,103925,530,13.5,908,48344,0,3,0,"Personal Loan","Medical",100000,15.73,0.465,0.962,0.321,0.9383780837553686,0.06162191624463142,"false"
"true","CUST100734",47,"Employed",0.3,104217,701,16.7,1889,23079,0,0,1,"Line of Credit","Education",50000,7.66,0.221,0.48,0.16,0.15023025468700835,0.8497697453129917,"true"
"false","CUST100735",40,"Employed",20.0,71007,663,3.9,1156,21043,0,0,0,"Personal Loan","Home Improvement",60000,11.64,0.296,0.845,0.282,0.3343048269209681,0.6656951730790319,"true"
"true","CUST100739",47,"Self-Employed",23.3,35211,662,11.7,9415,5503,0,0,1,"Line of Credit","Education",15800,9.13,0.156,0.449,0.15,0.1802854784521487,0.8197145215478513,"true"
"true","CUST100747",25,"Employed",5.7,45593,611,6.7,4006,18860,0,0,0,"Credit Card","Medical",17100,19.65,0.414,0.375,0.125,0.5618151922094553,0.4381848077905447,"false"
"false","CUST100749",18,"Employed",0.0,29522,550,0.3,23,2092,0,0,0,"Line of Credit","Business",8000,14.17,0.071,0.271,0.09,0.4669644036417534,0.5330355963582466,"true"
"true","CUST100752",23,"Employed",1.5,70655,676,2.9,410,21538,0,0,0,"Credit Card","Personal",46100,17.92,0.305,0.652,0.217,0.3536270844583228,0.6463729155416772,"true"
